id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parkingSpaceCount_indoor,parkingSpaceCount_outdoor,condition_isNewlyBuilt
7104234,apartment,apartment,no price,for sale,8400,m,,2015,,,,2,,,,,true,,,,,
7104235,apartment,apartment,no price,for sale,8400,m,,2015,,,,2,,,,,true,,,,,
7104631,apartment,apartment,no price,for sale,8620,xl,,1981,as new,electric,325,1,,,,,true,,,,,
7105492,house,mansion,no price,for sale,8300,l,,1966,,,267,7,329,,true,,true,true,,,,
7105493,house,villa,no price,for sale,9990,l,installed,,good,,277,0,2992,,,,true,true,,,,
7108077,house,house,no price,for sale,3550,l,installed,1969,good,fueloil,496,4,6507,,true,5500,,,,,,
7108930,apartment,apartment,no price,for sale,3530,l,installed,2010,good,gas,144.69,2,,,true,24,,,,,,
7109363,apartment group,apartment group,229000 - 229000,for sale,4500,xl,,,,,,,,,,,,,,,,1
7109364,apartment unit,duplex unit,no price,for sale,4500,xl,not installed,2017,,gas,88,2,,,,50,true,,,,,
7109463,apartment unit,duplex unit,no price,for sale,4500,xl,not installed,2017,,gas,77,2,,,,50,true,,,,,
7109464,apartment unit,duplex unit,no price,for sale,4500,xl,not installed,2017,,gas,89,2,,,,50,true,,,,,
7109465,apartment unit,duplex unit,no price,for sale,4500,xl,not installed,2017,,gas,118,2,,,,50,true,,,,,
7109466,apartment unit,penthouse unit,no price,for sale,4500,xl,not installed,2017,,gas,75,3,,,,,true,,,,,
7109467,apartment unit,penthouse unit,no price,for sale,4500,xl,not installed,2017,,gas,118,3,,,,,true,,,,,
7109468,apartment unit,duplex unit,no price,for sale,4500,xl,not installed,2017,,gas,88,2,,,,50,true,,,,,
7109469,apartment unit,duplex unit,no price,for sale,4500,xl,not installed,2017,,gas,98,2,,,,50,true,,,,,
7109470,apartment unit,duplex unit,no price,for sale,4500,xl,not installed,2017,,gas,106,2,,,,50,true,,,,,
7109471,apartment unit,duplex unit,no price,for sale,4500,xl,not installed,2017,,gas,111,2,,,,50,true,,,,,
7109472,apartment unit,penthouse unit,no price,for sale,4500,xl,not installed,2017,,gas,55,3,,,,,true,,,,,
7111439,house,house,no price,for sale,1700,xl,,,,,,3,0,,,,,,,,,
7111444,house,house,no price,for sale,9990,xl,,,good,,265,3,130,,,,,,,,,
7113703,house,house,no price,for sale,9320,m,,,to renovate,,417,3,0,,,,,,,,,
7115559,house,villa,no price,for sale,9031,xl,installed,,just renovated,,335,3,709,,,,true,true,,,,
7115653,land,building land,63500,for sale,5370,xl,,,,,,,1037,,,,,,,,,
7115971,land,building land,no price,for sale,8300,xl,,2015,,,,,175,,,,,,,,,
7117152,apartment,apartment,no price,for sale,3971,l,installed,1977,good,electric,308,3,,,true,,true,,,,,
7117153,house,house,no price,for sale,3971,l,installed,1994,good,fueloil,293,3,1510,,true,705,true,,,,,
7119288,land,land,50000,for sale,6043,m,,,,,,,550,,,,,,,,,
7119898,house,villa,no price,for sale,8660,m,,1960,to renovate,,635,3,785,,true,,,true,,,,
7122609,apartment,apartment,no price,for sale,8560,m,,2016,,,,3,,,,129,true,,,,,
7122611,apartment,apartment,no price,for sale,8560,m,,2016,,,,3,,,,129,true,,,,,
7125186,house,bungalow,no price,for sale,4680,l,,1976,good,,831,3,1672,,,1549,true,,,,,
7125544,house,house,no price,for sale,8610,xl,,,,,464,5,544,,,,,,,,,
7126567,apartment,apartment,no price,for sale,9990,xl,,1996,good,,202,3,,,,,,,,,,
7126705,house,house,no price,for sale,8820,xl,,,,gas,,3,267,,,,,,,,,
7127034,house unit,house unit,no price,for sale,1300,xl,,,,,,4,426,,,,true,,,,,
7128450,house,house,no price,for sale,3580,l,,1950,to be done up,fueloil,701,1,636,,,350,,,,,,
7128964,apartment,apartment,no price,for sale,8370,m,,,,gas,758,2,,,,,,,,,,
7128967,house unit,house unit,no price,for sale,1300,xl,,,,,,3,337,,,,true,,,,,
7128969,house unit,house unit,no price,for sale,1300,xl,,,,,,3,344,,,,true,,,,,
7128970,house unit,house unit,no price,for sale,1300,xl,,,,,,4,347,,,,true,,,,,
7128971,house unit,house unit,no price,for sale,1300,xl,,,,,,4,351,,,,true,,,,,
7128974,house unit,house unit,no price,for sale,1300,xl,,,,,,3,364,,,,true,,,,,
7128975,house unit,house unit,no price,for sale,1300,xl,,,,,,3,355,,,,true,,,,,
7129520,apartment,apartment,no price,for sale,8400,xl,installed,,good,,886,2,,,,,true,,,,,
7130477,land,building land,no price,for sale,3550,l,,,,,,,641,,,,,,,,,
7130478,house,house,no price,for sale,3550,l,installed,1974,good,gas,310,3,1643,,true,851,true,,,,,
7130497,house,house,no price,for sale,9030,xl,installed,,good,,439,3,208,,true,,true,,,,,
7130793,house,house,no price,for sale,4610,l,,,good,,271,2,0,,,,true,,,,,
7130818,house,villa,no price,for sale,8340,xl,,1977,to be done up,gas,262,4,900,true,,,,,,,,
7130834,house,house,no price,for sale,9320,m,,1966,as new,,489,3,193,,,,true,true,,,,
7131863,house,house,no price,for sale,9700,xl,semi equipped,1977,good,gas,512,3,847,,,,true,,,,,
7132685,apartment,apartment,no price,for sale,1090,xl,installed,,,gas,61,2,,,,,,,,,,
7133800,apartment group,apartment group,235100 - 290200,for sale,9400,m,,,,,,,,,,,,,,,,1
7133833,apartment unit,apartment unit,no price,for sale,9400,m,installed,,,,,2,,,true,,true,,,,,
7133834,apartment unit,apartment unit,no price,for sale,9400,m,,,,gas,,2,,true,true,,true,,,,,
7133844,apartment unit,apartment unit,no price,for sale,9400,m,installed,,,gas,,2,,true,true,,true,,,,,
7133868,apartment unit,apartment unit,no price,for sale,9400,m,installed,,,,,2,,,true,,true,,,,,
7133877,apartment unit,apartment unit,no price,for sale,9400,m,installed,,,gas,,2,,,true,,true,,,,,
7133896,apartment,apartment,no price,for sale,8750,xl,installed,2019,good,gas,,2,,,,,true,,,,,
7135084,house,house,no price,for sale,8200,xl,,,,,195,5,213,,,,,,,,,
7135107,apartment,apartment,no price,for sale,8750,xl,installed,2019,good,gas,,2,,,,,true,,,,,
7135109,apartment,apartment,no price,for sale,8750,xl,installed,2019,good,gas,,2,,,,60,true,,,,,
7135256,house unit,house unit,no price,for sale,4140,m,semi equipped,,,,111,3,1094,,,,,,,,,
7135257,house unit,house unit,no price,for sale,4140,m,semi equipped,,,,94,3,1003,,,,,,,,,
7135258,house unit,house unit,no price,for sale,4140,m,semi equipped,,,,101,3,860,,,,,,,,,
7135259,house unit,house unit,no price,for sale,4140,m,semi equipped,,,,108,3,706,,,,,,,,,
7135317,apartment,apartment,no price,for sale,4684,l,,2009,as new,,338,2,,,,53,true,,,,,
7135675,apartment unit,apartment unit,no price,for sale,9400,m,installed,,,gas,,2,,,true,,true,,,,,
7135695,apartment unit,apartment unit,no price,for sale,9400,m,installed,,,gas,,2,,,true,,true,,,,,
7135705,apartment unit,ground floor unit,no price,for sale,9400,m,installed,,,gas,,2,,,true,,true,,,,,
7135708,apartment unit,ground floor unit,no price,for sale,9400,m,installed,,,gas,,2,,,true,,true,,,,,
7135720,apartment unit,apartment unit,no price,for sale,9400,m,installed,,,gas,,2,,,true,,true,,,,,
7135726,apartment unit,apartment unit,no price,for sale,9400,m,installed,,,gas,,2,,,true,,true,,,,,
7135732,apartment unit,ground floor unit,no price,for sale,9400,m,installed,,,gas,,2,,,true,,true,,,,,
7135736,apartment unit,ground floor unit,no price,for sale,9400,m,installed,,,gas,,2,,,true,,true,,,,,
7135752,apartment unit,ground floor unit,no price,for sale,9400,m,installed,,,gas,,2,,,true,,true,,,,,
7135759,apartment unit,ground floor unit,no price,for sale,9400,m,installed,,,gas,,2,,,true,,true,,,,,
7135773,apartment unit,apartment unit,no price,for sale,9400,m,installed,,,gas,,2,,,true,,true,,,,,
7135784,apartment unit,apartment unit,no price,for sale,9400,m,installed,,,gas,,2,,,true,,true,,,,,
7135801,apartment unit,apartment unit,no price,for sale,9400,m,installed,,,gas,,2,,,true,,true,,,,,
7135806,apartment unit,apartment unit,no price,for sale,9400,m,installed,,,gas,,2,,,true,,true,,,,,
7135821,apartment unit,duplex unit,no price,for sale,9400,m,installed,,,gas,,2,,,,,true,,,,,
7135831,apartment unit,duplex unit,290200,for sale,9400,m,installed,,,gas,,2,,,true,,true,true,,,,1
7135838,apartment unit,duplex unit,240500,for sale,9400,m,installed,,,gas,,2,,true,true,,true,,,,,1
7135846,apartment unit,duplex unit,235100,for sale,9400,m,installed,,,gas,,2,,true,true,,true,,,,,1
7135862,apartment unit,duplex unit,no price,for sale,9400,m,installed,,,gas,,2,,true,true,,true,,,,,
7135871,apartment unit,duplex unit,no price,for sale,9400,m,installed,,,gas,,2,,true,true,,true,,,,,
7135876,apartment unit,duplex unit,no price,for sale,9400,m,installed,,,gas,,2,,true,true,,true,,,,,
7137960,house,house,no price,for sale,3530,l,installed,1970,good,,698,4,752,,true,600,true,,,,,
7138829,land,building land,no price,for sale,3511,l,,,,,,,814,,,,,,,,,
7138863,apartment,apartment,239000,for sale,8301,m,,,,,138,1,,,,,,,,,,
7139658,house,villa,no price,for sale,4690,l,,2000,as new,,200,4,824,,,699,true,,,,,
7139873,land,building land,170000,for sale,3590,m,,,,,,,808,,,,,,,,,
7141464,apartment,apartment,165000,for sale,7080,m,installed,2009,good,electric,228,2,,,true,,true,true,,,,
7141639,commercial,business,179000,for sale,8430,xl,semi equipped,1966,good,,,,0,,,,,,,,,
7142318,house,house,no price,for sale,8000,xl,,,,,201,2,53,,,,,,,,,
7142629,house,villa,no price,for sale,4190,l,installed,1977,to be done up,fueloil,400,6,640,true,true,,true,,,,,
7146703,house,house,no price,for sale,9000,xl,,,,,,3,40,,true,,,,,,,
7146933,apartment,apartment,no price,for sale,8620,xl,hyper equipped,2002,as new,electric,473,2,,,true,,,,,,,
7147321,house unit,house unit,no price,for sale,6140,m,semi equipped,,,,50,3,589,,,,,,,,,
7147322,house unit,house unit,no price,for sale,6140,m,not installed,,,,100,3,459,,,,,,,,,
7147323,house unit,house unit,no price,for sale,6140,m,not installed,,,,112,3,625,,,,,,,,,
7147324,house unit,house unit,no price,for sale,6140,m,semi equipped,,,,113,3,484,,,,,,,,,
7147325,house unit,house unit,no price,for sale,6140,m,semi equipped,,,,102,3,313,,,,,,,,,
7147326,house unit,house unit,no price,for sale,6140,m,not installed,,,,102,3,320,,,,,,,,,
7147327,house unit,house unit,no price,for sale,6140,m,semi equipped,,,,113,3,439,,,,,,,,,
7147329,house unit,house unit,328000,for sale,6140,m,not installed,,,,112,3,452,,,,,,,,,1
7147330,house unit,house unit,281000,for sale,6140,m,not installed,,,,101,3,218,,,,,,,,,1
7147866,apartment,apartment,no price,for sale,8400,xl,installed,1964,good,,302,6,,,,,,,,,,
7148091,house,house,no price,for sale,3350,l,installed,2016,,gas,,3,340,,,,,,,,,
7148737,apartment,apartment,no price,for sale,8301,l,installed,1992,good,,100,2,,,true,,true,,,,,
7150670,commercial,business,no price,for sale,8370,xl,,,as new,,,,180,,,,,,,,,
7150880,commercial,business,no price,for sale,8580,xl,,,,,567,,280,true,true,,,,,,,
7152623,apartment,flat studio,no price,for sale,8660,l,installed,1984,as new,,158,1,,,,,,,,,,
7152857,house,house,no price,for sale,8810,m,,,,,,3,396,,,,,,,,,
7152863,house,house,no price,for sale,8810,m,,,,,,3,305,,,,,,,,,
7152866,house,house,no price,for sale,8810,m,,,,,,3,312,,,,,,,,,
7152868,house,house,no price,for sale,8810,m,,,,,,3,416,,,,,,,,,
7152869,house,house,no price,for sale,8810,m,,,,,,3,334,,,,,,,,,
7152873,house,house,no price,for sale,8810,m,,,,,,3,351,,,,,,,,,
7152908,house unit,house unit,no price,for sale,6150,xl,,,,,,3,321,,,,true,,,,,
7152909,house unit,house unit,no price,for sale,6150,xl,,,,,,3,336,,,,true,,,,,
7152910,house unit,house unit,no price,for sale,6150,xl,,,,,,3,434,,,,true,,,,,
7152915,house unit,house unit,no price,for sale,6150,xl,,,,,,3,344,,,,true,,,,,
7152917,house unit,house unit,no price,for sale,6150,xl,,,,,,3,214,,,,true,,,,,
7152918,house unit,house unit,no price,for sale,6150,xl,,,,,,3,214,,,,true,,,,,
7152919,house unit,house unit,no price,for sale,6150,xl,,,,,,3,214,,,,true,,,,,
7152920,house unit,house unit,no price,for sale,6150,xl,,,,,,3,215,,,,true,,,,,
7154655,land,building land,no price,for sale,1501,xl,,,,,,,9,,,,,,,,,
7154700,house,house,no price,for sale,3582,l,installed,1993,as new,fueloil,261,3,3745,,true,1242,true,true,,,,
7156977,land,land,500000,for sale,2390,m,,,,,,,11546,,,,,,,,,
7158059,apartment group,apartment group,no price,for sale,8380,m,,,,,,,,,,,,,,,,1
7158060,apartment unit,apartment unit,no price,for sale,8380,m,,2016,,,,2,,,,,,,,,,
7158061,apartment unit,apartment unit,no price,for sale,8380,m,,2016,,,,2,,,,,,,,,,
7158082,apartment,duplex,no price,for sale,3550,l,installed,2002,good,gas,118,2,,,true,,true,true,,,,
7158124,house,house,no price,for sale,9700,xl,semi equipped,,to renovate,electric,855,3,220,,,,true,,,,,
7164199,house,villa,no price,for sale,4671,l,,1972,just renovated,,283,4,1080,,,921,true,,,,,
7164202,house,exceptional property,no price,for sale,4890,l,,,to restore,,436,10,4406,,,4135,,,,,,
7164499,house,house,no price,for sale,8000,xl,,,,,121,6,448,,,,,,,,,
7164551,apartment,apartment,no price,for sale,8420,xl,,2011,,,139,3,,,,,true,,,,,
7164871,office,offices,465000,for sale,1800,xl,,2016,,,,,346,,,,,,,,,
7166123,house,villa,no price,for sale,9230,m,installed,1950,good,,443,3,1480,,,,,,,,,
7166383,apartment group,apartment group,no price,for sale,2000,xl,,,,,,,,,,,,,,,,
7166384,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,,,,2,,,,,true,,,,,
7166385,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,,,,2,,,,,true,,,,,
7166386,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166387,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166388,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,,,,2,,,,,true,,,,,
7166389,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,,,,2,,,,,true,,,,,
7166390,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166391,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166392,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,,,,2,,,,,true,,,,,
7166393,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,,,,2,,,,,true,,,,,
7166395,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166397,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166398,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,,,,2,,,,,true,,,,,
7166401,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,,,,2,,,,,true,,,,,
7166404,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166406,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166409,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,,,,2,,,,,true,,,,,
7166410,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,,,,2,,,,,true,,,,,
7166411,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166413,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166414,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,,,,2,,,,,true,,,,,
7166415,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,,,,2,,,,,true,,,,,
7166416,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166417,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166418,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166419,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,1,,,,,true,,,,,
7166420,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166421,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,1,,,,,true,,,,,
7166422,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166423,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166424,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,1,,,,,true,,,,,
7166425,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166426,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,1,,,,,true,,,,,
7166427,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166428,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166429,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,1,,,,,true,,,,,
7166430,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166431,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,1,,,,,true,,,,,
7166432,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166433,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166434,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,1,,,,,true,,,,,
7166435,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166436,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,1,,,,,true,,,,,
7166437,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166438,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166439,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,1,,,,,true,,,,,
7166440,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166441,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,1,,,,,true,,,,,
7166442,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166443,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166444,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,1,,,,,true,,,,,
7166445,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166446,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,1,,,,,true,,,,,
7166447,apartment unit,apartment unit,no price,for sale,2000,xl,,2017,as new,,,2,,,,,true,,,,,
7166473,apartment unit,ground floor unit,no price,for sale,1400,xl,,,,,,1,,,,,true,,,,,
7167183,house,house,no price,for sale,1540,xl,,,to renovate,electric,517,3,667,true,true,,,,,,,
7167245,house,villa,no price,for sale,9200,l,installed,1995,as new,,188,4,1022,,,,,,,,,
7169399,house,house,no price,for sale,8000,xl,,,as new,,,3,101,,,20,,,,,,
7170751,apartment,apartment,no price,for sale,3945,l,installed,2011,good,gas,114.28,3,,,true,,true,,,,,
7171533,apartment,apartment,no price,for sale,8300,m,,1996,good,,107,3,,,true,,true,,,,,
7172140,house,villa,no price,for sale,4100,l,,,good,,385,3,389,,,300,true,,,,,
7173200,house,villa,no price,for sale,2500,xl,semi equipped,1976,to be done up,gas,336,3,1678,,true,,true,,,,,
7174236,land,land,50000,for sale,2861,m,,,,,,,6670,,,,,,,,,
7174256,house,villa,no price,for sale,4140,l,,,as new,,184,4,825,,,741,true,,,,,
7175787,house unit,house unit,no price,for sale,3600,xl,,,,,,3,290,,,,,,,,,
7175788,house unit,house unit,no price,for sale,3600,xl,,,,,,3,290,,,,,,,,,
7175789,house unit,house unit,no price,for sale,3600,xl,,,,,,3,374,,,,,,,,,
7175790,house unit,house unit,no price,for sale,3600,xl,,,,,,3,535,,,,,,,,,
7175791,house unit,house unit,no price,for sale,3600,xl,,,,,,3,485,,,,,,,,,
7175792,house unit,house unit,no price,for sale,3600,xl,,,,,,3,426,,,,,,,,,
7175793,house unit,house unit,no price,for sale,3600,xl,,,,,,3,510,,,,,,,,,
7175794,house unit,house unit,no price,for sale,3600,xl,,,,,,3,361,,,,,,,,,
7175795,house unit,house unit,no price,for sale,3600,xl,,,,,,3,354,,,,,,,,,
7176322,land,building land,129000,for sale,2430,m,,,,,,,777,,,,,,,,,
7176344,house,villa,no price,for sale,4920,l,,,good,,416,3,750,,,630,,,,,,
7176550,house,villa,no price,for sale,8300,m,,1929,,,476,7,494,,true,,,,,,,
7177503,commercial,business,1100000,for sale,2820,m,,2012,as new,,,,0,,,,,,,,,
7178258,house,house,no price,for sale,1570,xl,semi equipped,1961,just renovated,fueloil,339,3,2907,true,true,,true,,,,,
7178554,house,house,no price,for sale,9570,xl,installed,,to renovate,electric,936,3,0,,true,,true,,,,,
7179060,apartment,apartment,no price,for sale,9600,xl,semi equipped,2015,,gas,,2,,,,,,,,,,
7179096,house,house,no price,for sale,2230,xl,installed,,good,fueloil,785,3,10226,,,,true,true,,,,
7180586,house,house,no price,for sale,4460,l,,,as new,,201,3,250,,,130,true,,,,,
7180945,house,villa,no price,for sale,8300,m,,2001,as new,gas,233,4,450,,,,,,,,,
7181110,house,house,no price,for sale,4671,l,,,good,,516,3,753,,,630,true,,,,,
7181835,commercial,hotel restaurant cafe,no price,for sale,3582,l,,1983,good,fueloil,257,,4370,,true,2800,,true,,,,
7181836,house,house,no price,for sale,3582,l,,1983,good,fueloil,257,4,4370,,true,2800,true,true,,,,
7181904,house,house,no price,for sale,7864,xl,installed,,as new,fueloil,189,3,1199,,,,true,,,,,
7183327,house,house,no price,for sale,8300,m,,2017,as new,,,3,680,,,,,,,,,
7187143,house unit,house unit,no price,for sale,6150,xl,,,,gas,,3,393,,,,true,,,,,
7188140,apartment,apartment,no price,for sale,8300,l,,,good,,226,2,,,,,,,,,,
7188206,land,building land,no price,for sale,3550,l,,,,,,,525,,,,,,,,,
7188405,apartment,loft,no price,for sale,4000,l,,,good,,406,1,,,,,true,,,,,
7189044,house,house,no price,for sale,7080,l,,,to renovate,gas,631,3,100,,,,,,,,,
7189190,apartment,apartment,no price,for sale,8670,xl,installed,1995,good,,280,2,,,true,,,,,,,
7190339,house,house,no price,for sale,9500,xl,installed,,just renovated,gas,190,3,145,,,,true,,,,,
7192105,house,mansion,no price,for sale,9255,l,,,,,524,4,1194,,true,,,,,,,
7192109,apartment,flat studio,no price,for sale,8300,m,,1978,good,gas,151,0,,,true,,true,,,,,
7192563,house,farmhouse,no price,for sale,4608,l,,,to be done up,,707,5,1390,,,898,true,,,,,
7193610,house,house,no price,for sale,4280,l,hyper equipped,1830,as new,fueloil,366,4,2648,,true,,true,,,,,
7193616,house,house,no price,for sale,4260,l,hyper equipped,1830,as new,fueloil,366,4,2648,,true,,true,,,,,
7194491,garage,covered parking space,38000,for sale,8660,l,,,,,,,,,,,,,,,,
7194746,house,house,no price,for sale,9660,xl,,,to renovate,,819,2,1260,,,,,,,,,
7195218,commercial,business,no price,for sale,3550,l,,1968,to be done up,gas,360,,155,,true,,,,,,,
7196467,apartment unit,apartment unit,no price,for sale,2000,xl,,,,,,1,,,,,,,,,,
7196468,apartment unit,apartment unit,no price,for sale,2000,xl,,,,,,1,,,,,,,,,,
7196470,apartment unit,apartment unit,no price,for sale,2000,xl,,,,,,1,,,,,,,,,,
7196471,apartment unit,apartment unit,no price,for sale,2000,xl,,,,,,1,,,,,,,,,,
7196472,apartment unit,apartment unit,no price,for sale,2000,xl,,,,,,1,,,,,,,,,,
7196538,house,house,no price,for sale,4607,l,,,good,,600,3,109,,,65,,,,,,
7197562,house group,house group,170000 - 334646,for sale,8870,l,,,,,,,,,,,,,,,,1
7197563,house unit,house unit,no price,for sale,8870,l,installed,2018,as new,gas,,3,288,,,,,,,,,
7197564,house unit,house unit,no price,for sale,8870,l,installed,2018,as new,gas,,3,281,,,,,,,,,
7197565,house unit,house unit,no price,for sale,8870,l,installed,2018,as new,gas,,3,248,,,,,,,,,
7197566,house unit,house unit,no price,for sale,8870,l,installed,2019,as new,gas,,3,248,,,,,,,,,
7197568,house unit,house unit,no price,for sale,8870,l,installed,2018,as new,gas,,3,248,,,,,,,,,
7197569,house unit,house unit,no price,for sale,8870,l,installed,2018,as new,gas,,3,360,,,,,,,,,
7197570,land unit,building land unit,no price,for sale,8870,l,,,,,,,611,,,,,,,,,
7197572,land unit,building land unit,170000,for sale,8870,l,,,,,,,687,,,,,,,,,
7197574,land unit,building land unit,no price,for sale,8870,l,,,,,,,351,,,,,,,,,
7197575,land unit,building land unit,no price,for sale,8870,l,,,,,,,362,,,,,,,,,
7198520,house,house,no price,for sale,2540,m,,,,,,3,261,,,,,,,,,
7198522,house,house,no price,for sale,2540,m,,,,,,3,270,,,,,,,,,
7198523,house,house,no price,for sale,2540,m,,,,,,3,211,,,,,,,,,
7198524,house,house,no price,for sale,2540,m,,,,,,3,263,,,,,,,,,
7198525,house,house,no price,for sale,2540,m,,,,,,4,297,,,,,,,,,
7198527,house,house,no price,for sale,2540,m,,,,,,3,251,,,,,,,,,
7198528,house,house,no price,for sale,2540,m,,,,,,3,210,,,,,,,,,
7198529,house,house,no price,for sale,2540,m,,,,,,3,211,,,,,,,,,
7198530,house,house,no price,for sale,2540,m,,,,,,3,256,,,,,,,,,
7198552,house,house,no price,for sale,2540,m,,,,,,3,250,,,,,,,,,
7198553,house,house,no price,for sale,2540,m,,,,,,3,270,,,,,,,,,
7198554,house,house,no price,for sale,2540,m,,,,,,3,217,,,,,,,,,
7198716,house,house,no price,for sale,4684,l,not installed,,to renovate,fueloil,630,3,1870,true,true,1540,true,true,,,,
7200495,apartment,apartment,no price,for sale,8420,xl,installed,2007,as new,electric,281,2,,,,,true,,,,,
7203235,house,mixed use building,no price,for sale,4910,xl,installed,,good,fueloil,375,4,300,,,100,true,,,,,
7203305,house,house,no price,for sale,9900,xl,,1997,good,,178,3,0,,,,,,,,,
7203662,house group,house group,302745 - 322859,for sale,8650,l,,,,,,,,,,,,,,,,1
7203664,house group,house group,407993 - 407993,for sale,8434,l,,,,,,,,,,,,,,,,1
7203686,house unit,house unit,308457,for sale,8650,l,installed,2017,as new,gas,,3,352,,,,,,,,,1
7203692,land unit,building land unit,no price,for sale,8650,l,,,,,,,477,,,,,,,,,
7203693,house unit,house unit,no price,for sale,8650,l,installed,2017,as new,gas,,3,253,,,,,,,,,
7203695,land unit,building land unit,no price,for sale,8650,l,,,,,,,654,,,,,,,,,
7203697,land unit,building land unit,no price,for sale,8650,l,,,,,,,393,,,,,,,,,
7203698,house unit,house unit,no price,for sale,8650,l,installed,2017,as new,gas,,3,286,,,,,,,,,
7203699,land unit,building land unit,no price,for sale,8650,l,,,,,,,543,,,,,,,,,
7203705,house unit,house unit,no price,for sale,8434,l,installed,,as new,gas,,3,453,,,,,,,,,
7203751,garage,outdoor parking space,9000,for sale,9150,m,,,,,,,,,,,,,,,,
7204181,house,house,no price,for sale,9090,m,,,good,fueloil,632,3,366,,true,,,,,,,
